speaker,topic,episode_id,episode_name,episode_subdivision,text
1,uncategorized,uncategorized,uncategorized,uncategorized,"Well, I'll tell you who's on my side, Paul Krugman, the Nobel prize winning economist who said my plan for what we should do to reign in Wall Street was more comprehensive and better. Paul Volcker, one of the leading lights of trying to reign in the excesses has also said he does not support reinstating Glass Steagall."
1,uncategorized,uncategorized,uncategorized,uncategorized,"So I mean, this may seem like a bit of an arcane discussion. I have nothing against the passion that my two friends here have about reinstating Glass Steagall. I just don't think it would get the job done. I'm all about making sure (APPLAUSE) we actually get results for whatever reason."
2,uncategorized,uncategorized,uncategorized,uncategorized,"That's-- a final word-- the final word, Governor O'Malley, before we go to commercial."
4,uncategorized,uncategorized,uncategorized,uncategorized,"John, there is not-- a serious economist who would disagree that the six big banks of Wall Street have taken on so much power and that all of us are still on the hook to bail them out on their bad debts. That's not capitalism, Secretary Clinton-- Clinton, that's crummy capitalism."
4,uncategorized,uncategorized,uncategorized,uncategorized,"That's a wonderful business model if you place bad bets-- the taxpayers bail you out. But if you place good ones you pocket it. Look, I don't believe that the model-- there's lots of good people that work in finance, Secretary Sanders. But Secretary Clinton, we need to step up. And we need to protect main street from Wall Street. And you can't do that by-- by campaigning as the candidate of Wall Street. I am not the candidate of Wall Street. And I encourage--"
3,uncategorized,uncategorized,uncategorized,uncategorized,Let me--
4,uncategorized,uncategorized,uncategorized,uncategorized,--everybody watching this tonight to-- please-- acknowledge that by going online at MartinO'Malley.com and help me wage this campaign for real American capitalism.
4,uncategorized,uncategorized,uncategorized,uncategorized,(APPLAUSE)
2,uncategorized,uncategorized,uncategorized,uncategorized,"We have to-- we have to go for a commercial Senator, I'm sorry. We have to go for a commercial here. We'll be right back with the democratic debate here in Des Moines, Iowa on CBS."
2,uncategorized,uncategorized,uncategorized,uncategorized,(THEME MUSIC)
2,uncategorized,uncategorized,uncategorized,uncategorized,[COMMERCIAL BREAK]
2,uncategorized,uncategorized,uncategorized,uncategorized,"Back now in Des Moines with the candidates for the Democratic presidential nomination. Senator Sanders, I wanna start with you. Let's say you're elected president. Congratulations."
3,uncategorized,uncategorized,uncategorized,uncategorized,Thank you. (LAUGHTER) (CHEERING) Looking forward to it. (APPLAUSE)
2,uncategorized,uncategorized,uncategorized,uncategorized,You've said you'll have a revolution.
3,uncategorized,uncategorized,uncategorized,uncategorized,Yes.
2,uncategorized,uncategorized,uncategorized,uncategorized,"But there's a conservative revolution going on in America right now. As John Boehner knows, and as Democrats know who have lost in state Houses across the country--"
3,uncategorized,uncategorized,uncategorized,uncategorized,Right.
2,uncategorized,uncategorized,uncategorized,uncategorized,"--those conservatives are watching tonight and probably shaking their heads. So (LAUGHTER) how do you deal with that part of the country? The revolution's already happening, but on the other side."
3,uncategorized,uncategorized,uncategorized,uncategorized,"And we are gonna do a political revolution which brings working people, young people, senior citizens, minorities together. Because every issue that I am talking about, paid family and medical leave, breaking up the banks on Wall Street, asking the wealthy to pay their fair share of taxes, rebuilding a fumbling infrastructure, raising the minimum wage to 15 bucks an hour, every one of those issues is supported by a significant majority of the American people."
3,uncategorized,uncategorized,uncategorized,uncategorized,"Problem is, that as a result of a corrupt campaign finance system, Congress is not listening to the American people. It's listening to the big money interest. What the political revolution is about is bringing people together to finally say, ""Enough is enough. This government belongs to us, not just the billionaires."""
2,uncategorized,uncategorized,uncategorized,uncategorized,"Senator, as a 30-second follow-up. We've heard already tonight that-- that your 92% of support for background checks. Let the ar-- let's look at that as-- as an example. There was something 92% of the public was for, there have been these-- these mass shootings, there was emotional support behind it."
3,uncategorized,uncategorized,uncategorized,uncategorized,Yes.
2,uncategorized,uncategorized,uncategorized,uncategorized,Bipartisan support.
3,uncategorized,uncategorized,uncategorized,uncategorized,Yes.
2,uncategorized,uncategorized,uncategorized,uncategorized,"The president, the full force of his office."
3,uncategorized,uncategorized,uncategorized,uncategorized,Yup.
2,uncategorized,uncategorized,uncategorized,uncategorized,It went nowhere. That's the model you're talking about-- nothing happened.
3,uncategorized,uncategorized,uncategorized,uncategorized,"What we need is leadership in this country which revitalizes American democracy. And makes people understand that if they stand up and fight back and take on the bullet-- p-- billionaire class, we can bring about the change that we need. If we are not successful, if we continue the same old same old of Washington being run by corporate lobbyists and big money and trusts, nothing changes."
3,uncategorized,uncategorized,uncategorized,uncategorized,"I am very happy in this campaign that we have had rallies with tens of thousands of people, mostly young people. What the polls are showing is that we are absolutely defeating the secretary among younger people. We're giving young people and working people hope that real change can take place in America. That's what the political revolution is about."
2,uncategorized,uncategorized,uncategorized,uncategorized,A ques-- a question from Kathie Obradovich.
2,uncategorized,uncategorized,uncategorized,uncategorized,"Yes. Senator Sanders, you famously said in the last debate that you were sick and tired of hearing about your damn emails. But then you told The Wall Street Journal that the questions about whether or not Secretary Clinton's emails compromised classified information were valid questions. So what does it mean? Is it an issue or is it not?"
3,uncategorized,uncategorized,uncategorized,uncategorized,"That's just media fluff. I was sick and tired of Hillary Clinton's email. I am still sick and tired of Hillary Clinton's emails. (LAUGHTER) And the issue is-- the problem is the front pages every day were dealing with that. I didn't know I had so much power. But after I said that, without hearing much of that, Hillary (LAUGH) (UNINTEL)."
2,uncategorized,uncategorized,uncategorized,uncategorized,But (UNINTEL) all right--
3,uncategorized,uncategorized,uncategorized,uncategorized,"What I would like for the media now (APPLAUSE) is for us to be talking about why the middle class is disappearing while we have more people in jail than any other country, why we have massive levels of income and wealth inequality and we're the only major country without paid family and medical leave. We've gotten off of Hillary's emails, good. Let's go to the major issues facing America. (CHEERING) (APPLAUSE)"
3,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
2,uncategorized,uncategorized,uncategorized,uncategorized,--your response.
1,uncategorized,uncategorized,uncategorized,uncategorized,"I'm sorry, I couldn't hear you."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Secretary Clinton, your response?"
1,uncategorized,uncategorized,uncategorized,uncategorized,"I agree completely. (LAUGHTER) (APPLAUSE) I couldn't have said it better myself. But-- but I-- I did wanna-- I-- I wanted to follow up. Look, we need more Americans to be involved in the political process. And I give Senator Sanders a lot of credit for really lighting a fire under many people, young, old, everybody who sees a chance to be involved and have their voice heard."
1,uncategorized,uncategorized,uncategorized,uncategorized,Look at what's happening with the Republicans. They're doing everything they can to prevent the voices of Americans to be heard. (APPLAUSE) They're trying to prevent people from registering to vote. So we do need to take on the Republicans-- very clearly and directly. But the other thing I just wanted quickly to say is I think President Obama deserves more credit than he gets for what he got done-- (APPLAUSE) in Washington despite the Republican oppression.
2,uncategorized,uncategorized,uncategorized,uncategorized,"Secretary Clinton, just one-- more question on the email question. For Democrats, there's an F.B.I. investigation going on. Can you satisfy Democrats who might worry about another shoe dropping? That you and your staff have been totally truthful to them and that another shoe is not gonna drop?"
1,uncategorized,uncategorized,uncategorized,uncategorized,"Well, I think after 11 hours that's pretty clear. Yeah. (LAUGHTER) (CHEERING) (APPLAUSE) You know, I-- I do think it's important to do exactly what Senator Sanders said. And that is to start talking about the issues that the American people really care about and that they talk to each of us about and to contrast."
1,uncategorized,uncategorized,uncategorized,uncategorized,"I mean, there are differences among us. You've heard some of those tonight. I still wanna get back to healthcare, because I think that's a worthy topic to explore. But the differences among us pale compared to what's happening on the Republican--"
2,uncategorized,uncategorized,uncategorized,uncategorized,What--
1,uncategorized,uncategorized,uncategorized,uncategorized,"--side. And if you listen to what they say, and I had a chance over those 11 hours to watch and listen as well as what I see in their debate, they are putting forth alarming plans. I mean, all of us support funding Planned Parenthood. All of us believe climate change is real. All of us want equal pay for equal work. They don't believe in any of that. So let's focus on what this election is really gonna be about. (APPLAUSE)"
2,uncategorized,uncategorized,uncategorized,uncategorized,"Another-- well, race relations is another issue everyone cares about. And we're gonna switch to that now. Governor O'Malley, let me ask you a question. The-- the head of the F.B.I. recently said, ""It might be possible that some police forces are not enforcing the law because they're worried about being caught on camera."" The acting head of the Drug Enforcement Administration said a similar thing. Where-- where are you on this question and what would you do if you were president and two top members of your administration were floating that idea?"
4,uncategorized,uncategorized,uncategorized,uncategorized,"Well, look-- John, I think the-- I think the call of your question is how can we improve both public safety in America and race relations in America understanding how very intertwined both of those issues are in a very, very difficult and painful way for us as a people. Look, the truth of the matter is that we should all feel a sense of responsibility as Americans to look for the things that actually work to save and redeem lives and to do more of them."
4,uncategorized,uncategorized,uncategorized,uncategorized,"And to stop doing the things that don't. From my part, that's what I have done in 15 years of experiences in there and as the governor, we restored voting rights to 52,000 people, we decriminalized possession of small amounts of americ-- of marijuana. I repealed the death penalty, and we also put in place a civilian review board. We reported openly discourtesy and-- and lethal force and brutality complaints."
4,uncategorized,uncategorized,uncategorized,uncategorized,"This is something that-- and I put forward a new agen-- agenda for criminal justice reform that is informed by that experience. So as president, I would lead these efforts and I would do so with more experience and probably the attendance of more gravesites than any of the three of us on this stage when it comes to urban-- crime, loss of lives. And-- the truth is-- I have learned on a very daily basis that yes indeed, black lives matter."
2,uncategorized,uncategorized,uncategorized,uncategorized,"All right, governor. Sen-- (APPLAUSE) se-- Senator Sanders, one of your former colleagues, an African American member of Congress said to me recently that a young African American man had asked him where to find hope in life. And he said, ""I just don't know what to tell him about being young and black in America today."" What would you tell that young African American man?"
3,uncategorized,uncategorized,uncategorized,uncategorized,"Well, this is what I would say. And the congressman was right-- according to the statistics that I'm familiar with, a black male maybe born today stands a one in four chance of ending up in the criminal justice system. Fifty-one percent of high school African American graduates are unemployed or underemployed. We have more people in jail today than any other country on earth."
3,uncategorized,uncategorized,uncategorized,uncategorized,"We're spending $80 billion locking people up disproportionately, Latino and African American. We need very clearly major, major reform in a broken criminal justice system from top to bottom. And that means when police officers out in a community do illegal activity, kill people who are unarmed, who should not be killed, they must be held accountable. It means that we end minimum sentencing for those people (UNINTEL). And it means that we take marijuana out of the federal law as a crime and give states the freedom to go forward with legalizing marijuana."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Secretary-- Clinton, you told some Black Lives Matter activists recently that there's a difference between rhetoric and activism and what you were trying to do, which is-- was enforce law-- or get laws passed that would help what they-- were pushing for. But-- recently at the University of Missouri, that activism was very, very effective. So would you suggest that kind of activism take place at other universities across the country?"
1,uncategorized,uncategorized,uncategorized,uncategorized,"Well, John, I come from-- the '60s, a long time ago. There was a lot of activism on campus. Civil rights activism, anti-war activism, women's rights activism. And I do-- appreciate the way young people-- are standing up and speaking out. Obviously, I believe that on a college campus, there should be enough respect so people hear each other."
1,uncategorized,uncategorized,uncategorized,uncategorized,"But what happened-- at the university there, what's happening at other universities, I think reflects the deep sense of, you know, concern, even despair that so many young people, particularly of color have. You know I recently met with a group of mothers who lost their children to-- either-- killings by police or random killings-- in their neighborhoods."
1,uncategorized,uncategorized,uncategorized,uncategorized,"And hearing their stories was so incredibly, profoundly heartbreaking. Each one of them, you know, describe their child, had a picture. You know, the mother of the young man with his friends in the car who was playing loud music and, you know, some older white man pulled out a gun and shot him because they wouldn't turn the radio down."
1,uncategorized,uncategorized,uncategorized,uncategorized,"Or a young woman who had been-- performing at President Obama's second inauguration, coming home-- absolutely stellar young woman, hanging out with her friends in a park, getting shot by a gang member. And of course, I-- I met the mothers of Eric Garner and Tamir Rice and Michael Brown and Trayvon Martin and so many of them who have lost their children."
1,uncategorized,uncategorized,uncategorized,uncategorized,"So your original question is the right question, and it's not just a question for parents and grandparents to answer. It's really a question for all of us to answer. Every single one of our children deserves the chance to live up to his or her god-given potential. And that's what we need to be doing to the best of our ability in our country--"
2,uncategorized,uncategorized,uncategorized,uncategorized,All right. Over to Kevin Cooney. (APPLAUSE)
2,uncategorized,uncategorized,uncategorized,uncategorized,"Senator-- Senator Sanders-- we've heard a lot about this, your offer-- you-- you wanna offer free tuition in public universities and colleges."
3,uncategorized,uncategorized,uncategorized,uncategorized,Yes.
2,uncategorized,uncategorized,uncategorized,uncategorized,"A couple questions about this. Fifty-three percent of those who enroll graduate. First question, isn't this throwing a lot of money away if we're looking at a third of these people are not going to complete college."
3,uncategorized,uncategorized,uncategorized,uncategorized,"No, it's not throwing-- it is an extraordinary investment for this country. In Germany, many other countries do it already. In fact, if you remember, 50, 60 years ago, University of California, City University of New York were virtually tuition-free. Here is the story."
3,uncategorized,uncategorized,uncategorized,uncategorized,"It's not just that college graduates should be $50,000 or $100,000 in debt. More importantly, I want kids in Burlington, Vermont, or Baltimore, Maryland, who are in the sixth grade or the eighth grade who don't have a lot of money, whose parents that-- like my parents, may never have gone to college. You know what I want, Kevin? I want those kids to know that if they study hard, they do their homework, regardless of the income of their families, they will in fact be able to get a college education. Because we're gonna make public colleges and universities tuition-free. This is revolutionary for education in America. It will give hope to millions of young people."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Well, one of the things that you want to do is to have the states pay for about a third of this $70 billion plan, correct?"
3,uncategorized,uncategorized,uncategorized,uncategorized,Yes.
2,uncategorized,uncategorized,uncategorized,uncategorized,There are 16 states that are running budget deficits right now. Where are they expected to come up with--
3,uncategorized,uncategorized,uncategorized,uncategorized,"Well, I think that they're gonna be pretty smart. If I think a lot of states will do the right thing and I think those states that don't will pay a heavy penalty. Bottom line here is, in the year 2015, we should look at a college degree the same we look at a high school degree, 50 or 60 years ago."
3,uncategorized,uncategorized,uncategorized,uncategorized,"If you wanna make it into the middle class, I'm not saying in all cases, we need -- plumbers and we carpenters and electricians. That's for sure. And they should get help as well. But bottom line now is, in America, in the year 2015, any person who has the ability and desire should be able to get an education, college education, regardless of the income of his or his family. And we must substantially lower, as my legislation does, interest rates on student debt."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Governor O'Malley, jump in, yeah."
4,uncategorized,uncategorized,uncategorized,uncategorized,"Okay, thank you. I have thought that-- (APPLAUSE) I would agree with much of what Senator Sanders says, Kevin. I-- I believe that actually affordable college, debt-free college is the goal that we need to attain as a nation. And-- unlike my three distinguished colleagues on this stage, I actually-- made college more affordable and was the only state that went four years in a row without a penny's increase to college tuition."
4,uncategorized,uncategorized,uncategorized,uncategorized,"I respectfully disagree with Senator Sanders' approach. I believe that the goal should be debt-free college. I believe that our federal government needs to do more on Pell grants, states need to stop cutting higher education, and we should create a new block grant program that keeps the states in-- in the game, and we should lower these outrageous interest rates that parents and kids are being charged by their own government, 7% and 8% to go to college?"
4,uncategorized,uncategorized,uncategorized,uncategorized,"I mean, my dad went to c-- college on the GI bill after comin' home from Japan, flying 33 missions. My daughters went to college on a mountain of bills. But we were proud of them on graduation day. But we're going to be proud every month for the rest of our natural lives. (LAUGHTER) It-- it doesn't need to be that way. We can (APPLAUSE) have debt-free college in the United States."
1,uncategorized,uncategorized,uncategorized,uncategorized,"Governor, if I could just jump in. I-- I believe that we should make community college free. We should have debt-free college if you go to a public college or university. You should not have to borrow a dime to pay tuition. I wanna use Pell grants to help defray-- the living expenses that often-- make a difference whether a young person can stay in school or not."
1,uncategorized,uncategorized,uncategorized,uncategorized,"I disagree with free college for everybody. I don't think taxpayers should be paying to send Donald Trump's kids to college. It think it oughta be a compact, (APPLAUSE) families contribute, kids contribute, and together, we want to make it possible for our new generation of young people to refinance their debt and not come out with debt in the future."
2,uncategorized,uncategorized,uncategorized,uncategorized,"All right, Nancy Cordes has a question."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Back to healthcare by popular demand. First to you, Senator Sanders. You'd prefer to scrap ObamaCare and move to a single-payer system, essentially Medicare for all. You say you wanna put the private insurance companies out of business. Is it realistic to think that you can pull the plug on a $1 trillion industry?"
3,uncategorized,uncategorized,uncategorized,uncategorized,"It's not gonna happen tomorrow. And it's probably not gonna happen until we have real campaign finance reform and get rid of all these super PACs and the power of the insurance companies and the drug companies. But at the end of the day, Nancy, here is the question. In this great country of ours, with so much intelligence, and with so much capabilities, why do we remain the only major country on earth that does not guarantee healthcare to all people as a right?"
3,uncategorized,uncategorized,uncategorized,uncategorized,"Why do we continue to get ripped off by the drug companies who can charge us any prices they want? Why is it that we are spending per capita far, far more than Canada, which is a hundred miles away from my door, that guarantees healthcare to all people? It will not happen tomorrow. But when millions of people stand up and are prepared to take on the insurance companies and the drug companies, it will happen and I will lead that effort. Medicare for all, single-payer system is the way we should go. (APPLAUSE)"
2,uncategorized,uncategorized,uncategorized,uncategorized,"Secretary Clinton, back in-- (CHEERING) Secretary Clinton, back in 1994, you said that momentum for a single-payer system would sweep the country. That sounds Sandersesque. But you don't feel that way anymore. Why not?--"
1,uncategorized,uncategorized,uncategorized,uncategorized,"Well, the revolution never came. (LAUGHTER) And I waited and I've got the scars to show for it. We now have this great accomplishment known as the Affordable Care Act. And-- I don't think we should have to be defending it amount Democrats. We ought to be working to improve it and prevent Republicans from both undermining it and even repealing it."
1,uncategorized,uncategorized,uncategorized,uncategorized,"I have looked at-- (APPLAUSE) I've looked at the legislation that Senator Sanders has proposed. And basically, he does eliminate the Affordable Care Act, eliminates private insurance, eliminates Medicare, eliminates Medicaid, Tricare, children's health insurance program. Puts it all together in a big program which he then hands over to the states to administer."
1,uncategorized,uncategorized,uncategorized,uncategorized,"And I have to tell you, I would not want, if I lived in Iowa, Terry Branstad administering my healthcare. (APPLAUSE) (CHEERING) I-- I think-- I think as Democrats, we ought to proudly support the Affordable Care Act, improve it, and make it the model that we know it can be--"
3,uncategorized,uncategorized,uncategorized,uncategorized,"Right. Well, let me just say something--"
3,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
2,uncategorized,uncategorized,uncategorized,uncategorized,Thirty seconds--
3,uncategorized,uncategorized,uncategorized,uncategorized,"We don't-- we don't eliminate Medicare. We expand Medicare to all people. And we will not, under this proposal, have a situation that we have right now with the Affordable Care Act. We've got states like South Carolina and many other Republican states that because of their right-wing political ideology are denying millions of people the expansion of Medicaid that we passed in the Affordable Care Act. Ultimately, we have got to say as a nation, Secretary Clinton, is healthcare a right of all people or is it not? I--"
3,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
4,uncategorized,uncategorized,uncategorized,uncategorized,May I jump in--
4,uncategorized,uncategorized,uncategorized,uncategorized,(OVERTALK)
4,uncategorized,uncategorized,uncategorized,uncategorized,--thirty seconds on healthcare-- (APPLAUSE)
2,uncategorized,uncategorized,uncategorized,uncategorized,"I'm sorry, I'm sorry governor. We've got to take a break or the machine breaks down. (LAUGHTER) You're watching the Democratic Debate here on CBS. (APPLAUSE) (MUSIC)"
2,uncategorized,uncategorized,uncategorized,uncategorized,[COMMERCIAL BREAK]
2,uncategorized,uncategorized,uncategorized,uncategorized,"- soon after your inauguration, you will face a crisis. All presidents do. What crisis have you experienced in your life that suggest you've been tested and can face that inevitable challenge? Secretary Clinton, you first."
1,uncategorized,uncategorized,uncategorized,uncategorized,"(THROAT CLEAR) Well, there are so many. I don't know where to start. (LAUGHTER) I guess the one I-- I would pick is-- the fact that I was part of a very small group that had to advise the president about whether or not to go after bin Laden. I spent a lot of time in the Situation Room-- as Secretary of State and there were many very difficult-- choices presented to us."
1,uncategorized,uncategorized,uncategorized,uncategorized,"But probably that was the most-- challenging. Because there was no certainty attached to it. The intelligence was by no means absolute. We had all kinds of-- questions that we discussed. And, you know, at the end-- I recommended to the president that we take-- the chance-- to do what-- we could to find out whether that was bin Laden and to finally-- bring him to justice."
1,uncategorized,uncategorized,uncategorized,uncategorized,"It was an excruciating experience. I couldn't talk to anybody about it. In fact, after it happened, the president called my husband, he called all the former presidents. And he said to Bill, ""Well, I-- I assume Hillary's told you about this."" And Bill said, ""No, no, she hasn't."" There was nobody to talk to and it-- it really did give me an insight into the very difficult problems presidents face--"
2,uncategorized,uncategorized,uncategorized,uncategorized,"Governor O'Malley, what crisis proves that you're tested?"
4,uncategorized,uncategorized,uncategorized,uncategorized,"John, I don't think that there is a crisis at the state or local level that really you can point to and say, ""Therefore I am prepared for the sort of crises that any man or woman who is the commander in chief of our country has to deal with."" But I can tell you this. I can tell you that-- that as a mayor and as a governor, I learned certain disciplines which I believe are directly applicable to that very, very-- powerful and most-important-of-all jobs of the United States, president, whose first and primary duty is to protect the people of our country."
4,uncategorized,uncategorized,uncategorized,uncategorized,"You learn that threats always change. You learn to create-- a security cabinet. You learn to create feedback mechanisms. You learn to constantly evaluate and understand the nature of the threats that you are being faced with. I have been tried under many different emergencies. And-- I can tell you that in each of those emergencies, whether they were-- inflicted by-- by drug gangs, whether they were natural emergencies, I knew how to lead and I knew how to govern because I know how to manage people in a crisis and be very clear about the goal of protecting human life."
2,uncategorized,uncategorized,uncategorized,uncategorized,"Senator Sanders, what (APPLAUSE) experience could you draw on in a crisis--"
3,uncategorized,uncategorized,uncategorized,uncategorized,"John-- I had the honor of being chairman of the U.S. Senate Committee on Veteran Affairs for two years. And in that capacity, I met with just an extraordinary group of people from World War II, from Korea, Vietnam, all of the wars. People who came back from Iraq and Afghanistan without legs, without arms. And I was determined to do everything that I could to make VA healthcare the best in the world, to expand benefits to the men and women who put their lives on the line to defend me."
3,uncategorized,uncategorized,uncategorized,uncategorized,"And we brought together legislation, supported by the American Legion, the VFW, the DAV, Vietnam Vets, all of the veterans' organizations, which was comprehensive, clearly the best piece of veterans' legislation brought forth in decades. I could only get two Republican votes on that. And after 56 votes, we needed 60. So what I have to do then is go back and start working on a bill that wasn't the bill that I wanted."
3,uncategorized,uncategorized,uncategorized,uncategorized,"I had to go back to people like John McCain, to people like Jeff Miller, the Republican chairman of the House, and work on a bill. It wasn't the bill that I wanted. But yet, it turns out to be one of the most significant pieces of veterans' legislation passed in recent history. You know, the crisis was, I lost what I wanted. But I have to stand up and come back and get the best that we could."
2,uncategorized,uncategorized,uncategorized,uncategorized,"All right, Senator Sanders. We end-- (APPLAUSE) we've ended the evening on crisis, which underscores and reminds us again of what happened last night. Now let's move to closing statements, Governor O'Malley?"
4,uncategorized,uncategorized,uncategorized,uncategorized,"John, thank you. And to all of the people of Iowa, for the role that you've performed in this presidential selection process, if you believe that our country's problems and the threats that we face in this world can only be met with new thinking, new and fresh approaches, then I ask you to join my campaign. Go on to MartinOMalley.com. No hour is too short, no dollar too small."
4,uncategorized,uncategorized,uncategorized,uncategorized,"If you-- we will not solve our nation's problems by resorting to the divisive ideologies of our past or by returning to polarizing figures from our past. We are at the threshold of the new era of American progress. But it's going to require that we act as Americans, based on our principles. Here at home, making an economy that works for all of us."
4,uncategorized,uncategorized,uncategorized,uncategorized,"And also, acting according to our principles and constructing a new foreign policy of engagement and collaboration and doing a much better job of identifying threats before they back us into military corners. There is new-- no challenge too great for the United States to confront, provided we have the ability and the courage to put forward new leadership that can move us to those better and safer and more prosperous days. I need your help. Thank you very, very much. (APPLAUSE)"
2,uncategorized,uncategorized,uncategorized,uncategorized,Secretary-- Secretary Clinton?
1,uncategorized,uncategorized,uncategorized,uncategorized,"Well, thank you very much to-- CBS and everyone here this evening, for giving us another chance-- to appear before you. I've heard a lot about me-- in this debate. And I'm gonna keep talking and thinking about all of you. Because ultimately, I think the president's job-- is to do everything possible, everything that she can do to lift up the people of this country."
1,uncategorized,uncategorized,uncategorized,uncategorized,"Starting with (APPLAUSE) our children and moving forward. I've spent my entire life, since I started as a young lawyer for the Children's Defense Fund, trying to figure out how we can even the odds for so many people in America, this great country of ours, who are behind, who don't have a chance. And that's what I will do as your president. I will work my heart out. I need your help. All of you in Iowa, I need you to caucus for me. Please go to HillaryClinton.com and be part of making this country what we know it can and should be. (APPLAUSE) (CHEERING)"
3,uncategorized,uncategorized,uncategorized,uncategorized,"This country today has more income and wealth inequality than any major country on earth. We have a corrupt campaign finance system, dominated by super PACs. We're the only major country on earth that doesn't guarantee healthcare to all people. We have the highest rate of childhood poverty. And we're the only in the world, virtually the only country that doesn't guarantee paid family and medical leave. That's not the America that I think we should be."
3,uncategorized,uncategorized,uncategorized,uncategorized,"But in order to bring about the changes that we need, we need a political revolution. Millions of people are gonna have to stand up, turn off the TV, get involved in the political process, and tell the big moneyed interests that we are taking back our country. Please go to BernieSanders.com, please become part of the political revolution. Thank you. (CHEERING) (APPLAUSE)"
2,uncategorized,uncategorized,uncategorized,uncategorized,"All right, back with some final thoughts in a moment. (MUSIC)"
2,uncategorized,uncategorized,uncategorized,uncategorized,[COMMERCIAL BREAK]
2,uncategorized,uncategorized,uncategorized,uncategorized,"And as the candidates are thanking each other for a good debate, Clinton, Sanders, and O'Malley now have two debates in the books, with four more to come. So, Major Garrett, how did they do tonight and what's getting the most talked about on Twitter? Major Garrett is with us in the spin alley."
2,uncategorized,uncategorized,uncategorized,uncategorized,"So, John, our partnership with Twitter reveals the most-talked-about moments for each of the three candidates--now when you're having this kind of conversation, it doesn't mean it's all good, it could be good and bad, but it's what drove the conversation most. In order"
2,uncategorized,uncategorized,uncategorized,uncategorized,"For Bernie Sanders, it's when he called Dwight D. Eisenhower a noted socialist for referring to his income tax bracket being very high and much higher than they are now. Martin O'Malley's big spike moment is when he called Donald Trump an immigrant-bashing-- carnival barker."
2,uncategorized,uncategorized,uncategorized,uncategorized,"And remember that as the two phased plan for Martin O'Malley, immigrant-bashing-- carnival barker for (CHEERING) Donald Trump. Those are the big spike moments for the three candidates, as recorded by Twitter, our partnership with them has revealed the most interesting moments of conversation as defined by the three candidates. John?"
2,uncategorized,uncategorized,uncategorized,uncategorized,"Alright, thanks so much, Major Garrett. Thanks all of you for joining us for this Democratic president debate, hosted by Drake University in Des Moines, Iowa. CBS News will bring you a debate on the Republican candidates on February 13th, from Greenville, South Carolina. I will have much more about the presidential race and the Paris attack tomorrow on Face the Nation. (MUSIC) Our guests include Senator Sanders."
2,uncategorized,uncategorized,uncategorized,uncategorized,"And you can see more on post-debate coverage on our 24-hour digital news network, CBSN which is available on all devices at CBSNews.com. From my CBS News colleagues, Major Garrett and Nancy Cordes, Kevin Cooney of KCCI, and Kathie Obradovich of The Des Moines Register, and with a thanks to all the folks here at Drake for their hospitality. I'm John Dickerson. Good night. (APPLAUSE)"
