index,speaker,speaker_name,topic,text
802,moderator,,misc," ... instead of Mar-a-Lago or yourself, sir."
803,trump,,misc," ... the money the money went to Fisher House, where they build houses the money that you're talking about went to Fisher House, where they build houses for veterans and disabled vets."
804,clinton,,taxes," But, of course, there's no way we can know whether any of that is true, because he hasn't released his tax returns."
805,clinton,,taxes,"He is the first candidate ever to run for president in the last 40-plus years who has not released his tax returns, so everything he says about charity or anything else, we can't prove it."
806,clinton,,taxes,You can look at our tax returns.
807,clinton,,taxes,We've got them all out there.
808,clinton,,taxes,But what is really troubling is that we learned in the last debate he has not paid a penny in federal income tax.
809,clinton,,immigration,"And we were talking about immigrants a few minutes ago, Chris."
810,clinton,,"immigration, taxes","You know, half of all immigrants undocumented immigrants in our country actually pay federal income tax."
811,clinton,,"taxes, immigration",So we have undocumented immigrants in America who are paying more federal income tax than a billionaire.
812,clinton,,misc,I find that just astonishing.
813,trump,,taxes," So let me just tell you very quickly, we're entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges, and we do it."
814,trump,,"buffet, soros, taxes","And all of her donors just about all of them I know Buffett took hundreds of millions of dollars, Soros, George Soros, took hundreds of millions of dollars..."
815,trump,,misc, Let me just explain.
816,moderator,,misc," But, no, we heard this..."
817,trump,,taxes, Most of her donors have done the same thing as I do.
818,moderator,,trump," Mr. Trump, we  OK."
819,moderator,,misc," Folks, we heard this..."
820,trump,,h-clinton," And you know, Hillary, what you should have done, you should have changed the law when you were a United States senator..."
821,moderator,,misc," Folks, we heard this..."
822,trump,,taxes," ... because your donors and your special interests are doing the same thing as I do, except even more so."
823,trump,,taxes, You should have changed the law.
824,trump,,taxes,"But you won't change the law, because you take in so much money."
825,trump,,trump,"I mean, I sat in my apartment today on a very beautiful hotel down the street known as Trump..."
826,clinton,,"steel, china", Made with Chinese steel.
827,trump,,misc," But I will tell you, I sat there..."
828,trump,,misc,(LAUGHTER)  ...
829,trump,,misc,"I sat there watching ad after ad after ad, false ad."
830,trump,,"h-clinton, taxes",All paid for by your friends on Wall Street that gave so much money because they know you're going to protect them.
831,trump,,taxes,"And, frankly, you should have changed the laws."
832,moderator,,trump, Mr. Trump...
833,trump,,taxes," If you don't like what I did, you should have changed the laws."
834,moderator,,"question, trump"," Mr. Trump, I want to ask you about one last question in this topic."
835,moderator,,"question, election, h-clinton",You have been warning at rallies recently that this election is rigged and that Hillary Clinton is in the process of trying to steal it from you.
836,moderator,,"question, election","Your running mate, Governor Pence, pledged on Sunday that he and you his words will absolutely accept the result of this election."
837,moderator,,"question, election","Today your daughter, Ivanka, said the same thing."
838,moderator,,"question, election","I want to ask you here on the stage tonight: Do you make the same commitment that you will absolutely sir, that you will absolutely accept the result of this election?"
839,trump,,election, I will look at it at the time.
840,trump,,election,I'm not looking at anything now.
841,trump,,election,I'll look at it at the time.
842,trump,,misc,What I've seen what I've seen is so bad.
843,trump,,"election, media","First of all, the media is so dishonest and so corrupt, and the pile-on is so amazing."
844,trump,,media,"The New York Times actually wrote an article about it, but they don't even care."
845,trump,,media,It's so dishonest.
846,trump,,media,And they've poisoned the mind of the voters.
847,trump,,"media, election","But unfortunately for them, I think the voters are seeing through it."
848,trump,,election,I think they're going to see through it.
849,trump,,election,We'll find out on November 8th.
850,trump,,election,But I think they're going to see through it.
851,moderator,,misc," But, sir, there's..."
852,trump,,election," If you look excuse me, Chris if you look at your voter rolls, you will see millions of people that are registered to vote millions, this isn't coming from me this is coming from Pew Report and other places millions of people that are registered to vote that shouldn't be registered to vote."
853,trump,,election,So let me just give you one other thing.
854,trump,,media,So I talk about the corrupt media.
855,trump,,media,I talk about the millions of people tell you one other thing.
856,trump,,h-clinton,She shouldn't be allowed to run.
857,trump,,"crime, h-clinton","It's crooked she's she's guilty of a very, very serious crime."
858,trump,,"election, h-clinton",She should not be allowed to run.
859,trump,,h-clinton,"And just in that respect, I say it's rigged, because she should never..."
860,trump,,"h-clinton, election"," Chris, she should never have been allowed to run for the presidency based on what she did with e-mails and so many other things."
861,moderator,,america," But, sir, there is a tradition in this country in fact, one of the prides of this country is the peaceful transition of power and that no matter how hard-fought a campaign is, that at the end of the campaign that the loser concedes to the winner."
862,moderator,,america,"Not saying that you're necessarily going to be the loser or the winner, but that the loser concedes to the winner and that the country comes together in part for the good of the country."
863,moderator,,"question, america",Are you saying you're not prepared now to commit to that principle?
864,trump,,election, What I'm saying is that I will tell you at the time.
865,trump,,misc,I'll keep you in suspense.
866,clinton,,misc," Well, Chris, let me respond to that, because that's horrifying."
867,clinton,,"trump, election","You know, every time Donald thinks things are not going in his direction, he claims whatever it is, is rigged against him."
868,clinton,,crime,The FBI conducted a year-long investigation into my e-mails.
869,clinton,,crime,They concluded there was no case; he said the FBI was rigged.
870,clinton,,trump,He lost the Iowa caucus.
871,clinton,,trump,He lost the Wisconsin primary.
872,clinton,,trump,He said the Republican primary was rigged against him.
873,clinton,,"trump, crime",Then Trump University gets sued for fraud and racketeering; he claims the court system and the federal judge is rigged against him.
874,clinton,,trump,There was even a time when he didn't get an Emmy for his TV program three years in a row and he started tweeting that the Emmys were rigged against him.
875,clinton,,misc,(LAUGHTER)  CLINTON: This is this is a mindset.
876,clinton,,trump,This is how Donald thinks.
877,clinton,,misc,"And it's funny, but it's also really troubling."
878,clinton,,america, So that is not the way our democracy works.
879,clinton,,america,We've been around for 240 years.
880,clinton,,election,We've had free and fair elections.
881,clinton,,election,We've accepted the outcomes when we may not have liked them.
882,clinton,,election,And that is what must be expected of anyone standing on a debate stage during a general election.
883,clinton,,obama,"You know, President Obama said the other day when you're whining before the game is even finished..."
884,moderator,,misc,(APPLAUSE)  WALLACE: Hold on.
885,moderator,,misc,"Hold on, folks."
886,moderator,,misc,"Hold on, folks."
887,clinton,,misc, ... it just shows you're not up to doing the job.
888,clinton,,trump,"And let's you know, let's be clear about what he is saying and what that means."
889,clinton,,america,He is denigrating he's talking down our democracy.
890,clinton,,misc,"And I, for one, am appalled that somebody who is the nominee of one of our two major parties would take that kind of position."
891,trump,,"justice, h-clinton, b-clinton"," I think what the FBI did and what the Department of Justice did, including meeting with her husband, the attorney general, in the back of an airplane on the tarmac in Arizona, I think it's disgraceful."
892,trump,,misc,I think it's a disgrace.
893,trump,,america, I think we've never had a situation so bad in this country.
894,moderator,,misc,"(APPLAUSE)  WALLACE: Hold on, folks."
895,moderator,,misc,This doesn't do any good for anyone.
896,moderator,,misc,"Let's please continue the debate, and let's move on to the subject of foreign hot spots."
897,moderator,,"question, iraq",The Iraqi offensive to take back Mosul has begun.
898,moderator,,"question, isis, iraq","If they are successful in pushing ISIS out of that city and out of all of Iraq, the question then becomes, what happens the day after?"
899,moderator,,question,And that's something that whichever of you ends up whoever of you ends up as president is going to have to confront.
900,moderator,,"question, military",Will you put U.S. troops into that vacuum to make sure that ISIS doesn't come back or isn't replaced by something even worse?
901,moderator,,h-clinton,"Secretary Clinton, you go first in this segment."
902,moderator,,misc,You have two minutes.
903,clinton,,"iraq, military"," Well, I am encouraged that there is an effort led by the Iraqi army, supported by Kurdish forces, and also given the help and advice from the number of special forces and other Americans on the ground."
904,clinton,,"military, iraq",But I will not support putting American soldiers into Iraq as an occupying force.
905,clinton,,military,"I don't think that is in our interest, and I don't think that would be smart to do."
906,clinton,,isis,"In fact, Chris, I think that would be a big red flag waving for ISIS to reconstitute itself."
907,clinton,,iraq,The goal here is to take back Mosul.
908,clinton,,misc,It's going to be a hard fight.
909,clinton,,misc,I've got no illusions about that.
910,clinton,,"syria, isis","And then continue to press into Syria to begin to take back and move on Raqqa, which is the ISIS headquarters."
911,clinton,,military,I am hopeful that the hard work that American military advisers have done will pay off and that we will see a real a really successful military operation.
912,clinton,,misc,But we know we've got lots of work to do.
913,clinton,,"terrorism, syria, iran, russia","Syria will remain a hotbed of terrorism as long as the civil war, aided and abetted by the Iranians and the Russians, continue."
914,clinton,,isis,"So I have said, look, we need to keep our eye on ISIS."
915,clinton,,"safety, america, terrorism","That's why I want to have an intelligence surge that protects us here at home, why we have to go after them from the air, on the ground, online, why we have to make sure here at home we don't let terrorists buy weapons."
916,clinton,,"safety, guns","If you're too dangerous to fly, you're too dangerous to buy a gun."
917,clinton,,syria,"And I'm going to continue to push for a no-fly zone and safe havens within Syria not only to help protect the Syrians and prevent the constant outflow of refugees, but to, frankly, gain some leverage on both the Syrian government and the Russians so that perhaps we can have the kind of serious negotiation necessary to bring the conflict to an end and go forward on a political track."
918,moderator,,trump," Mr. Trump, same question."
919,moderator,,"question, isis, iraq","If we are able to push ISIS out of Mosul and out of Iraq, will would you be willing to put U.S. troops in there to prevent their return or something else?"
920,trump,,iraq," Let me tell you, Mosul is so sad."
921,trump,,iraq,We had Mosul.
922,trump,,"h-clinton, iraq","But when she left, when she took everybody out, we lost Mosul."
923,trump,,iraq,Now we're fighting again to get Mosul.
924,trump,,"iraq, isis",The problem with Mosul and what they wanted to do is they wanted to get the leaders of ISIS who they felt were in Mosul.
925,trump,,iraq,"About three months ago, I started reading that they want to get the leaders and they're going to attack Mosul."
926,trump,,misc,"Whatever happened to the element of surprise,  OK?"
927,trump,,iraq,We announce we're going after Mosul.
928,trump,,"iraq, h-clinton","I have been reading about going after Mosul now for about how long is it, Hillary, three months?"
929,trump,,misc,These people have all left.
930,trump,,misc,They've all left.
931,trump,,misc,The element of surprise.
932,trump,,america,"Douglas MacArthur, George Patton spinning in their graves when they see the stupidity of our country."
933,trump,,iraq,"So we're now fighting for Mosul, that we had."
934,trump,,h-clinton,"All she had to do was stay there, and now we're going in to get it."
935,trump,,iraq,But you know who the big winner in Mosul is going to be after we eventually get it?
936,trump,,h-clinton,And the only reason they did it is because she's running for the office of president and they want to look tough.
937,trump,,misc,They want to look good.
938,trump,,misc,"He violated the red line in the sand, and he made so many mistakes, made all the mistakes."
939,trump,,misc,That's why we have the great migration.
940,trump,,election,But she wanted to look good for the election.
941,trump,,misc,So they're going in.
942,trump,,iraq,"But who's going to get Mosul, really?"
943,trump,,iraq,We'll take Mosul eventually.
944,trump,,misc,"But the way if you look at what's happening, much tougher than they thought."
945,trump,,msic,"Much, much tougher."
946,trump,,misc,Much more dangerous.
947,trump,,military,Going to be more deaths that they thought.
948,trump,,misc,But the leaders that we wanted to get are all gone because they're smart.
949,trump,,iraq,So Mosul is going to be a wonderful thing.
950,trump,,trade,"And Iran should write us a letter of thank you, just like the really stupid the stupidest deal of all time, a deal that's going to give Iran absolutely nuclear weapons."
951,trump,,trade,"Iran should write us yet another letter saying thank you very much, because Iran, as I said many years ago, Iran is taking over Iraq, something they've wanted to do forever, but we've made it so easy for them."
952,trump,,iraq,So we're now going to take Mosul.
953,trump,,misc,And do you know who's going to be the beneficiary?
954,trump,,misc,"Oh, yeah, they're making I mean, they are outsmarting look, you're not there, you might be involved in that decision."
955,trump,,iraq,But you were there when you took everybody out of Mosul and out of Iraq.
956,trump,,iraq,"You shouldn't have been in Iraq, but you did vote for it."
957,trump,,iraq,"You shouldn't have been in Iraq, but once you were in Iraq, you should have never left the way."
958,moderator,,misc," Sir, your two minutes are up."
959,trump,,misc," The point is, the big winner is going to be Iran."
960,clinton,,"trump, iraq"," Well, you know, once again, Donald is implying that he didn't support the invasion of Iraq."
961,clinton,,misc,I said it was a mistake.
962,clinton,,misc,I've said that years ago.
963,clinton,,"trump, military, iraq", ... a very clear fact that...
964,clinton,,"trump, military, iraq"," ... before the invasion, he supported it."
965,clinton,,"trump, military, iraq","And, you know, I just want everybody to go Google it."
966,clinton,,"trump, military, iraq",Google Donald Trump Iraq.
967,clinton,,"trump, military, iraq",And you will see the dozens of sources which verify that he was for the invasion of Iraq.
968,clinton,,"trump, military, iraq", And you can actually hear the audio of him saying that.
969,clinton,,"trump, military, iraq","Now, why does that matter?"
970,clinton,,"trump, military, iraq","Well, it matters because he has not told the truth about that position."
971,clinton,,trump,I guess he believes it makes him look better now to contrast with me because I did vote for it.
972,clinton,,misc,But what's really important here is to understand all the interplay.
973,clinton,,iraq,Mosul is a Sunni city.
974,clinton,,syria,Mosul is on the border of Syria.
975,clinton,,misc,"And, yes, we do need to go after Baghdadi, and just like we went after bin Laden, while you were doing Celebrity Apprentice, and we brought him to justice."
976,clinton,,military,We need to go after the leadership.
977,clinton,,military,"But we need to get rid of them, get rid of their fighters."
978,clinton,,"military, iraq",There are an estimated several thousand fighters in Mosul.
979,clinton,,isis,They've been digging underground.
980,clinton,,isis,They've been prepared to defend.
981,clinton,,isis,It's going to be tough fighting.
982,clinton,,syria,"But I think we can take back Mosul, and then we can move on into Syria and take back Raqqa."
983,clinton,,trump,"I'm just amazed that he seems to think that the Iraqi government and our allies and everybody else launched the attack on Mosul to help me in this election, but that's how Donald thinks."
984,clinton,,trump,"You know, he always is looking for some conspiracy."
985,trump,,misc," Chris, we don't gain anything."
986,clinton,,trump, He has all the conspiracy theories...
987,clinton,,iraq,(CROSSTALK)  TRUMP: Iran is taking over Iraq.
988,moderator,,h-clinton," Secretary Clinton, it's..."
989,moderator,,iraq,(CROSSTALK)  TRUMP: Iran is taking over Iraq.
990,moderator,,misc,We don't gain anything.
991,clinton,,trump," This conspiracy theory, which he's been spewing out for quite some time."
992,trump,,misc, If they did it by surprise...
993,trump,,h-clinton,"(CROSSTALK)  WALLACE: Wait, wait, wait, Secretary Clinton, it's an open discussion."
994,clinton,,misc,(CROSSTALK)  TRUMP: We could have gained if they did it by surprise.
995,moderator,,trump," Secretary, please let Mr. Trump speak."
996,clinton,,trump," ... unfit, and he proves it every time he talks."
997,trump,,h-clinton," No, you are the one that's unfit."
998,trump,,misc,"You know, WikiLeaks just actually came out John Podesta said some horrible things about you, and, boy, was he right."
999,trump,,sanders,"And you know, Bernie Sanders, he said you have bad judgment."
1000,trump,,iraq,"And if you think that going into Mosul after we let the world know we're going in, and all of the people that we really wanted the leaders they're all gone."
1001,trump,,misc,"If you think that was good, then you do."
1002,trump,,h-clinton,"Now, John Podesta said you have terrible instincts."
1003,trump,,sanders,Bernie Sanders said you have bad judgment.
1004,trump,,misc,I agree with both.
1005,clinton,,sanders," Well, you should ask Bernie Sanders who he's supporting for president."
1006,trump,,misc, Which is a big mistake.
1007,clinton,,"sanders, america"," ... as he has campaigned for me around the country, you are the most dangerous person to run for president in the modern history of America."
1008,clinton,,sanders,I think he's right.
1009,moderator,,syria, Let's turn to Aleppo.
1010,moderator,,"question, syria","Mr. Trump, in the last debate, you were both asked about the situation in the Syrian city of Aleppo."
1011,moderator,,question,"And I want to follow up on that, because you said several things in that debate which were not true, sir."
1012,moderator,,"question, syria",You said that Aleppo has basically fallen.
1013,moderator,,question,"In fact, there in fact, there are..."
1014,trump,,misc, It's a catastrophe.
1015,moderator,,misc," It's a catastrophe, but there..."
1016,trump,,misc, ... it's a mess.
1017,moderator,,misc, There are a quarter of...
1018,trump,,syria, Have you seen what's happening to Aleppo?
1019,moderator,,question," Sir, if I may finish my question..."
1020,trump,,syria,"  OK, so it hasn't fallen."
1021,moderator,,syria," Well, there are a quarter of a million people still living there and being slaughtered."
1022,trump,,misc, That's right.
1023,trump,,misc,And they are being slaughtered...
1024,trump,,misc, ... because of bad decisions.
1025,moderator,,"question, isis, syria, russia"," If I may just finish here, and you also said that that Syria and Russia are busy fighting ISIS."
1026,moderator,,"question, syria, military","In fact, they have been the ones who've been bombing and shelling eastern Aleppo, and they just announced a humanitarian pause, in effect, admitting that they have been bombing and shelling Aleppo."
1027,moderator,,question,"Would you like to clear that up, sir?"
1028,trump,,syria," Well, Aleppo is a disaster."
1029,trump,,syria,It's a humanitarian nightmare.
1030,trump,,syria,But it has fallen from the from any standpoint.
1031,trump,,misc,"I mean, what do you need, a signed document?"
1032,trump,,syria,Take a look at Aleppo.
1033,trump,,syria,It is so sad when you see what's happened.
1034,trump,,"h-clinton, syria","And a lot of this is because of Hillary Clinton, because what's happened is, by fighting Assad, who turned out to be a lot tougher than she thought, and now she's going to say, oh, he loves Assad, she's he's just much tougher and much smarter than her and Obama."
1035,trump,,syria,"And everyone thought he was gone two years ago, three years ago."
1036,trump,,russia,He he aligned with Russia.
1037,trump,,"syria, iran","He now also aligned with Iran, who we made very powerful."
1038,trump,,trade,We gave them $150 billion back.
1039,trump,,trade,We give them $1.7 billion in cash.
1040,trump,,trade,"I mean, cash."
1041,trump,,trade,Bundles of cash as big as this stage.
1042,trump,,trade,We gave them $1.7 billion.
1043,trump,,"russia, iran",Now they have he has aligned with Russia and with Iran.
1044,trump,,isis,"They don't want ISIS, but they have other things, because we're backing we're backing rebels."
1045,trump,,military,We don't know who the rebels are.
1046,trump,,trade,"We're giving them lots of money, lots of everything."
1047,trump,,military,We don't know who the rebels are.
1048,trump,,"russia, iran","And when and if and it's not going to happen, because you have Russia and you have Iran now."
1049,trump,,syria,"But if they ever did overthrow Assad, you might end up with as bad as Assad is, and he's a bad guy, but you may very well end up with worse than Assad."
1050,trump,,"h-clinton, syria, immigration","And this is what's caused the great migration, where she's taking in tens of thousands of Syrian refugees, who probably in many cases not probably, who are definitely..."
1051,trump,,"isis, america"," ... in many cases, ISIS-aligned, and we now have them in our country, and wait until you see this is going to be the great Trojan horse."
1052,trump,,misc,And wait until you see what happens in the coming years.
1053,trump,,h-clinton,"Lots of luck, Hillary."
1054,trump,,misc,Thanks a lot for doing a great job.
1055,moderator,,"question, h-clinton, syria"," Secretary Clinton, you have talked about and in the last debate and again today that you would impose a no-fly zone to try to protect the people of Aleppo and to stop the killing there."
1056,moderator,,"question, obama",President Obama has refused to do that because he fears it's going to draw us closer or deeper into the conflict.
1057,moderator,,"question, military, syria, russia","And General Joseph Dunford, the chairman of the Joint Chiefs of Staff, says you impose a no-fly zone, chances are you're going to get into a war his words with Syria and Russia."
1058,moderator,,"question, military","So the question I have is, if you impose a no-fly zone first of all, how do you respond to their concerns?"
1059,moderator,,"question, russia, h-clinton","Secondly, if you impose a no-fly zone and a Russian plane violates that, does President Clinton shoot that plane down?"
1060,clinton,,military," Well, Chris, first of all, I think a no-fly zone could save lives and could hasten the end of the conflict."
1061,clinton,,obama,I'm well aware of the really legitimate concerns that you have expressed from both the president and the general.
1062,clinton,,misc,This would not be done just on the first day.
1063,clinton,,trade,This would take a lot of negotiation.
1064,clinton,,"syria, russia",And it would also take making it clear to the Russians and the Syrians that our purpose here was to provide safe zones on the ground.
1065,clinton,,syria,We've had millions of people leave Syria and those millions of people inside Syria who have been dislocated.
1066,clinton,,"russia, syria","So I think we could strike a deal and make it very clear to the Russians and the Syrians that this was something that we believe was in the best interests of the people on the ground in Syria, it would help us with our fight against ISIS."
1067,clinton,,"trump, immigration",But I want to respond to what Donald said about refugees.
1068,clinton,,trump,He's made these claims repeatedly.
1069,clinton,,immigration,"I am not going to let anyone into this country who is not vetted, who we do not have confidence in."
1070,clinton,,"women, children",But I am not going to slam the door on women and children.
1071,clinton,,"children, syria","That picture of that little 4-year-old boy in Aleppo, with the blood coming down his face while he sat in an ambulance, is haunting."
1072,clinton,,isis,"That does not solve our internal challenges with ISIS and our need to stop radicalization, to work with American Muslim communities who are on the front lines to identify and prevent attacks."
1073,clinton,,trump ,"In fact, the killer of the dozens of people at the nightclub in Orlando, the Pulse nightclub, was born in Queens, the same place Donald was born."
1074,clinton,,misc,So let's be clear about what the threat is and how we are best going to be able to meet it.
1075,clinton,,"syria, iraq, isis","And, yes, some of that threat emanates from over in Syria and Iraq, and we've got to keep fighting, and I will defeat ISIS, and some of it is we have to up our game and be much smarter here at home."
1076,moderator,,misc," Folks, I want to get into our final segment."
1077,moderator,,misc, Real quick.
1078,trump,,isis, It's so ridiculous what she she will defeat ISIS.
1079,trump,,isis,We should have never let ISIS happen in the first place.
1080,trump,,isis,"And right now, they're in 32 countries."
1081,trump,,misc, We should have wait one second.
1082,trump,,military,They had a cease-fire three weeks ago.
1083,trump,,"military, russia, syria","A cease-fire, the United States, Russia, and Syria."
1084,trump,,russia,"And during the cease-fire, Russia took over vast swatches of land, and then they said we don't want the cease-fire anymore."
1085,trump,,military,"We are so outplayed on missiles, on cease-fires."
1086,trump,,misc,They are outplayed.
1087,trump,,h-clinton,"Now, she wasn't there."
1088,trump,,"putin, syria","But our country is so outplayed by Putin and Assad, and by the way and by Iran."
1089,trump,,misc,Nobody can believe how stupid our leadership is.
1090,moderator,,"trump, h-clinton, deficit"," Mr. Trump, Secretary Clinton no, we need to move on to our final segment, and that is the national debt, which has not been discussed until tonight."
1091,moderator,,deficit,"Our national debt, as a share of the economy, our GDP, is now 77 percent."
1092,moderator,,ww2,That's the highest since just after World War II.
1093,moderator,,"question, h-clinton, economy","But the nonpartisan Committee for a Responsible Federal Budget says, Secretary Clinton, under your plan, debt would rise to 86 percent of GDP over the next 10 years."
1094,moderator,,"question, trump","Mr. Trump, under your plan, they say it would rise to 105 percent of GDP over the next 10 years."
1095,moderator,,"question, deficit","The question is, why are both of you ignoring this problem?"
1096,moderator,,trump,"Mr. Trump, you go first."
1097,trump,,jobs," Well, I say they're wrong, because I'm going to create tremendous jobs."
1098,trump,,"economy, h-clinton","And we're bringing GDP from, really, 1 percent, which is what it is now, and if she got in, it will be less than zero."
1099,trump,,economy,But we're bringing it from 1 percent up to 4 percent.
1100,trump,,economy,And I actually think we can go higher than 4 percent.
1101,trump,,economy,I think you can go to 5 percent or 6 percent.
1102,trump,,economy,"And if we do, you don't have to bother asking your question, because we have a tremendous machine."
1103,trump,,economy,We will have created a tremendous economic machine once again.
1104,trump,,jobs,"To do that, we're taking back jobs."
1105,trump,,jobs,"We're not going to let our companies be raided by other countries where we lose all our jobs, we don't make our product anymore."
1106,trump,,misc,It's very sad.
1107,trump,,"america, economy",But I'm going to create a the kind of a country that we were from the standpoint of industry.
1108,trump,,misc,We've given it up.
1109,trump,,misc,"We've become very, very sloppy."
1110,trump,,trade,"We've had people that are political hacks making the biggest deals in the world, bigger than companies."
1111,trump,,"economy, h-clinton","You take these big companies, these trade deals are far bigger than these companies, and yet we don't use our great leaders, many of whom back me and many of whom back Hillary, I must say."
1112,trump,,misc,But we don't use those people.
1113,trump,,trade,Those are the people these are the greatest negotiators in the world.
1114,trump,,trade,We have the greatest businesspeople in the world.
1115,trump,,trade,We have to use them to negotiate our trade deals.
1116,trump,,misc,We use political hacks.
1117,trump,,china,We use people that get the position because they gave they made a campaign contribution and they're dealing with China and people that are very much smarter than they are.
1118,trump,,misc,So we have to use our great people.
1119,trump,,economy,"But that being said, we will create an economic machine the likes of which we haven't seen in many decades."
1120,trump,,economy,"And people, Chris, will again go back to work and they'll make a lot of money."
1121,trump,,economy,And we'll have companies that will grow and expand and start from new.
1122,moderator,,h-clinton, Secretary Clinton?
1123,clinton,,"trump, america"," Well, first, when I hear Donald talk like that and know that his slogan is Make America Great Again,' I wonder when he thought America was great."
1124,clinton,,"obama, america","And before he rushes and says, You know, before you and President Obama were there,' I think it's important to recognize that he has been criticizing our government for decades."
1125,clinton,,"trump, past","You know, back in 1987, he took out a $100,000 ad in the New York Times, during the time when President Reagan was president, and basically said exactly what he just said now, that we were the laughingstock of the world."
1126,clinton,,past,He was criticizing President Reagan.
1127,clinton,,trump,"This is the way Donald thinks about himself, puts himself into, you know, the middle and says, You know, I alone can fix it,' as he said on the convention stage."
1128,clinton,,deficit,"But if you look at the debt, which is the issue you asked about, Chris, I pay for everything I'm proposing."
1129,clinton,,deficit,I do not add a penny to the national debt.
1130,clinton,,deficit,"I take that very seriously, because I do think it's one of the issues we've got to come to grips with."
1131,clinton,,"educaiton, infrastructure, healthcare","So when I talk about how we're going to pay for education, how we're going to invest in infrastructure, how we're going to get the cost of prescription drugs down, and a lot of the other issues that people talk to me about all the time, I've made it very clear we are going where the money is."
1132,clinton,,taxes,We are going to ask the wealthy and corporations to pay their fair share.
1133,clinton,,economy,And there is no evidence whatsoever that that will slow down or diminish our growth.
1134,clinton,,economy,"In fact, I think just the opposite."
1135,clinton,,economy,We'll have what economists call middle-out growth.
1136,clinton,,middle-class,"We've got to get back to rebuilding the middle class, the families of America."
1137,clinton,,economy,That's where growth will come from.
1138,clinton,,economy,That's why I want to invest in you.
1139,clinton,,misc,I want to invest in your family.
1140,clinton,,economy,"And I think that's the smartest way to grow the economy, to make the economy fairer."
1141,clinton,,misc,And we just have a big disagreement about this.
1142,clinton,,trump,"You know, he started off with his dad as a millionaire..."
1143,trump,,h-clinton," Yeah, yeah, we've heard we've heard this before, Hillary."
1144,clinton,,h-clinton, I started off with my dad was a small-business man.
1145,trump,,misc, We've heard this before.
1146,clinton,,economy," And I think it you know, it's a difference that affects how we see the world and what we want to do with the economy."
1147,trump,,h-clinton," Thank you, Hillary."
1148,trump,,misc,Could I just respond?
1149,moderator,,misc," Well, no, sir, because we're running out of time..."
1150,trump,,"past, trade", Because I did disagree with Ronald Reagan very strongly on trade.
1151,trump,,misc,I disagreed with him.
1152,trump,,trade,We should have been much tougher on trade even then.
1153,trump,,misc,I've been waiting for years.
1154,trump,,misc," And frankly, now we're going to do it right."
1155,moderator,,america,"The one last area I want to get into with you in this debate is the fact that the biggest driver of our debt is entitlements, which is 60 percent of all federal spending."
1156,moderator,,medicare,"Now, the Committee for federal a Responsible Federal Budget has looked at both of your plans and they say neither of you has a serious plan that is going to solve the fact that Medicare's going to run out of money in the 2020s, Social Security is going to run out of money in the 2030s, and at that time, recipients are going to take huge cuts in their benefits."
1157,moderator,,medicare,"So, in effect, the final question I want to ask you in this regard is and let me start with you, Mr. Trump, would President Trump make a deal to save Medicare and Social Security that included both tax increases and benefit cuts, in effect, a grand bargain on entitlements?"
1158,trump,,taxes, I'm cutting taxes.
1159,trump,,economy,We're going to grow the economy.
1160,trump,,economy,It's going to grow at a record rate of growth.
1161,moderator,,economy, That's not going to help in the entitlements.
1162,trump,,misc," No, it's going to totally help you."
1163,trump,,obamacare,And one thing we have to do: Repeal and replace the disaster known as Obamacare.
1164,trump,,america,It's destroying our country.
1165,trump,,economy,"It's destroying our businesses, our small business and our big businesses."
1166,trump,,obamacare,We have to repeal and replace Obamacare.
1167,trump,,past,"You take a look at the kind of numbers that that will cost us in the year ’17, it is a disaster."
1168,trump,,obamacare,"If we don't repeal and replace now, it's probably going to die of its own weight."
1169,trump,,obamacare,But Obamacare has to go.
1170,trump,,obamacare,"It's the premiums are going up 60 percent, 70 percent, 80 percent."
1171,trump,,future,Next year they're going to go up over 100 percent.
1172,trump,,obamacare,"And I'm really glad that the premiums have started at least the people see what's happening, because she wants to keep Obamacare and she wants to make it even worse, and it can't get any worse."
1173,trump,,healthcare,Bad health care at the most expensive price.
1174,trump,,obamacare,We have to repeal and replace Obamacare.
1175,moderator,,h-clinton," And, Secretary Clinton, same question, because at this point, Social Security and Medicare are going to run out, the trust funds are going to run out of money."
1176,moderator,,taxes,"Will you as president entertain will you consider a grand bargain, a deal that includes both tax increases and benefit cuts to try to save both programs?"
1177,clinton,,medicare," Well, Chris, I am on record as saying that we need to put more money into the Social Security Trust Fund."
1178,clinton,,taxes,That's part of my commitment to raise taxes on the wealthy.
1179,clinton,,"medicare, trump","My Social Security payroll contribution will go up, as will Donald's, assuming he can't figure out how to get out of it."
1180,clinton,,medicare,But what we want to do is to replenish the Social Security Trust Fund...
1181,trump,,h-clinton, Such a nasty woman.
1182,clinton,,medicare," ... by making sure that we have sufficient resources, and that will come from either raising the cap and/or finding other ways to get more money into it."
1183,clinton,,misc,I will not cut benefits.
1184,clinton,,medicare,I want to enhance benefits for low-income workers and for women who have been disadvantaged by the current Social Security system.
1185,clinton,,"taxes, deficit",But what Donald is proposing with these massive tax cuts will result in a $20 trillion additional national debt.
1186,clinton,,medicare,That will have dire consequences for Social Security and Medicare.
1187,clinton,,obaamcare,"And I'll say something about the Affordable Care Act, which he wants to repeal."
1188,clinton,,obamacare,The Affordable Care Act extended the solvency of the Medicare Trust Fund.
